"ROWKEY","COMMCONTENT","COMMLEVEL"
"1087841","建议坐电瓶车，不然太大了，而且说实话也谈不上有趣两个字。看看孔子的墓就好了，其他的就算了。","2"
"1087842","三面环海，景区不大，可以看得地方不多，传说故事赋予点神话色彩就成了一个小景点，没有学生票，门票小贵了一点。","2"
"1087843","合适的季节看红叶，其他的季节也可以看其他树种的鲜花，都很美，具有观赏价值的，特别是远观，真的挺美的休闲谷","2"
"1087844","呵呵 没有什么娱乐项目 我刚去了 要走盘山公路 也可以坐山下的车5元一位 送到红叶谷大门口 不过很远 我第一次去 是走上去的 进门后 有百合园 万叶塔算是最高的位置了 免费的可以登高望远 ","2"
"1087845","美团上20一人去了不认，现场卖票50一人，讲价后带小孩三个人收了70，说的半小时实际只有20分钟","2"
"1087846","有很多动物以及动物的表演，还算可以。票价稍贵，性价比一般。整体感觉还算可以吧。","2"
"1087847","成山头，又名天尽头，源于秦始皇东巡提名，成名于始皇到此后于回程驾崩，“天尽头”。 传说，我朝前几位领导人到此后，回京即下台，天尽头凶名远播。 近几年当地官员急了，竟改成“好运角”，倒不知能否改运，贻笑大方可能是有的。 天尽头景色颇佳，在荣成沿海倒也有类似几处，门票收的贵了些。始皇庙以前有几个假道士唬人，也可能有些门道，咱敬而远之。","2"
"1087848","景色可以，要是有水就更好了。路边的小黄花，很是美丽！","2"
"1087849","崂山已经，年轻时候去过一次，感受山海之间的景色。","2"
"1087850","办理了年卡，没事就带小孩子去玩玩。对登山虽说不是很感冒，但在雾霾严重的社会，去山里呼吸下空气，看看奇石，听听水流哗哗，是种享受吧。","2"
"1087851","木啥可看的，贵，主要就是一个地理位置，不值。","2"
"1087852","地方难找到，导航没有此点，没有明显标志，到了跟前才知道，服务态度还可以，在路口上没有导航标志牌，特别是车站路口。","2"
"1087853","开车路线不合理，建议步行。步行路线不错。","2"
"1087854","风景还不错的地方的了，逛逛挺好的","2"
"1087855","风景一般，天黑后灯亮起来景色会好些吧","2"
"1087856","一直向往着的黄河入海口，去后只剩下向往了。若大个景区，除了芦苇只有芦苇；宣传的红地毯，更像是红丝带，等等。黄河口也没有想象中的那么宽阔。整体需要开发、降价......","2"
"1087857","文化很重的一个地方，人文很不错。很大，逛了很久","2"
"1087858","倒立式的过山车第一次坐原本以为会很恐怖，其实还好哦，连着坐了两遍，够胆大吧，还有个同事坐了三遍呢。","2"
"1087859","刚开业的时候去的！价格有点贵啊 ！貌似一个人是150吧，项目没有开全，没有特别刺激的，有一点好处就是人少，可以随便玩！","2"
"1087860","人文建筑，但是园中的树化玉和珍贵木材根雕值得一看，门票小贵","2"
"1087861","面积不大，内容乏善可陈，门票小贵，性价比不高。","2"
"1087862","孔子六艺城以前是个影视中心，以孔子一生崇尚和倡导的“礼、乐、射、御、书、数”六艺为主题的几个展览馆，比如书馆，里面有孔子讲学的一个沙盘缩微。礼馆，有轨道式小车，可穿行于各个时期的模型间，讲述孔子的生平。射馆，顾名思义，架弓打靶。里面的泥人缩微模型还是很壮观的。 六艺城的边上是孔子故里园，也是六艺城的一部分，1:1的模型，再现了当年孔子居住的小镇。 城中主要景观有八处，分别是：孔子列国行、礼厅、书厅、御厅、乐厅、射厅、数厅等，使游客在寓教于乐中汲取传统文化的精华，感受现代艺术的精湛美妙。 开放时间 7:30-17:30","2"
"1087863","动物园地方很大，环境绿化还不错，周末游玩的人超级多，动物不够丰富，分布不均匀，比较分散，天热带小孩子玩有点累，必须带推车。","2"
"1087864","微山湖名气很大，只是岛上管理太混乱，私拉载客，饭店价格偏高，村民各自使出浑身解数挣钱，却做不好服务工作，不来遗憾来了后悔","2"
"1087865","也就那么回事，看过一次就再也不想去了","2"
"1087866","人不多，项目也不多，总体一般般，没什么特别的。","2"
"1087867","还好吧，烧香要钱，好点的上百。。。。。。","2"
"1087868","最近跟团去红石崖摘草莓，也包含了大珠山观光，反正没去过，当春天爬山锻炼身体了。可惜季节不到，花都没有开，满山光秃秃的，没什么可看的，远不如崂山的景致好，估计这里只有花是特色了，淡季来真没必要，纯爬山而已。 ","2"
"1087869","孔子后代住的地方，离孔庙很近。景色很一般，听听讲解了解点旧事而已。","2"
"1087870","我去年夏天去孔府,为了不让导游骗,自己买了本导游书,在大雨中来来回回走了三遍,才基本知道这些房子都是干什么用的.说实话对于看惯了江南园林的我来说,孔府真的不怎么样,无非就是大一些的民居,除了进门的地方有些看头,里面没什么意思,有二张据说是宋美龄送的沙发,脏得要死.后面园子也比较差劲,只比北方的菜园子多些树而已,而孔府里厕所少得可怜,要去的朋友做好思想准备.","2"
"1087871","感觉一般般，去的时候还下起了小雨，就是一个小岛，有一些可以照相的建筑，周围的景色也不怎么样，到时去的时候因为下雨而没有收费，比较庆幸^_^","2"
"1087872","6月12日中午12点多至下午4点多，携太太游了一趟灵岩寺（我们此次出游路线是长沙-兖州-曲阜-泰山-济南-青岛，灵岩寺在泰山和济南之间），有几点感受： 　　1、交通不太方便。我们从泰山出发，网上说泰山火车站有汽车去灵岩寺，但泰山火车站附近有3个长途汽车站，问了前面2个车站的人，都不清楚去灵岩寺怎么坐车，最后找到第3个车站，才知道是去万德的车才到灵岩寺。记住，一定要问去万德的车在哪里坐。汽车在公路边（灵岩寺广场）停车下客，但从下车处到灵岩寺还有10多里（当时并不知道有这么远），之间没有任何正规旅游巴士往来，有几台私家小车停在路边，开口要80元（单程），偶尔看见一两台小面包车，也要40元一位。我们背着包，顶着烈日，徒步往里走（也许我们去的时候是淡季，整条大马路除了偶尔闪过的几辆自驾游私家车外，只有我们两个行人在马路上走）。步行约800米，在高铁桥旁边一个叫“开心农场饭店”的地方吃饭，看见门外停着一辆摩托车，搭讪起来，店老板最后30元送我们到灵岩寺门口并接我们回来（好心人呐）。记住，最好准备一天的时间游玩，否则有点悬。 　　2、景区景观质量不平衡。灵岩寺内以登山道为界，登山道左边区域是寺庙、塔林，这一片不需要爬山，环境清幽，古迹众多，是灵岩寺的精华所在；但登山道一线直至山顶，景色只能说一般，石阶破烂，树木稀落；甘露泉（据说乾隆帝曾在此处拴马歇息）在登山路边一个黄土坡上，也没铺一条石板路通达，“甘露泉”几个字漆色斑驳，字迹不清，一幅破败景象；石头上随手写画的“一线天”和“白云洞”两个完全相反方向的指示箭头也让人迷糊，我要往白云洞，结果往一线天走了三四百米才发现走错了。山顶巢鹤亭是观景的好地方，但亭子破旧，还正在修缮，到处砖块灰尘，落座的地方都没有（山东是经济大省，不至于拖到今天才来修这个亭子吧）。记住，要爬山最好选择在阴天或者雨后天晴的时候，否则还是挺晒的。 总的感觉，灵岩寺的外围环境与4A景区还算相符，灵岩寺牌坊宽敞气派，连接灵岩寺的这一段10多里的沥青大道干净漂亮，绿树成行（自驾游最爽）；灵岩寺门口售票处这一片，各种设施、标志也都规范有序。但景区内的建设还有待加强，特别是登山路一线，与4A还有一段距离，应该在精美、精致上再下功夫。另外就是交通服务这一环节要补上，一个4A级景区、世界遗产，不应该没有正规的交通工具！","2"
"1087873","你一说 破逼烂蛋滴 不想去了。","2"
"1087874","里面不错，但近年来门票价格太高，性价比不高。","2"
"1087875","乐园还行吧，我总感受透着一般乡村气息的，人不是很多，玩的项目倒挺多，小朋友可能更喜欢吧","2"
"1087876","信号山公园是可以俯瞰整个青岛市的地方，所以一定要去爬一次哟。山上的观光塔里可以坐着旋转一周，看到青岛每块的风景。","2"
"1087877","太冷清 没什么人 要是有讲解员会更好一点 因为孩子喜欢这个动画片 所以来蓬莱阁玩顺便过来看看","2"
"1087878","门票不贵，景色还行，特别是下小雨的时候，上山是别有一番风味。","2"
"1087879","昆嵛山无染寺在昆嵛山里面，非常安静的地方，可以洗涤一个人的心灵，推荐来散心","2"
"1087880","千万不要假期的时候去，人挤人啊，这里鱼挺好看，但是除了鱼也没什么了，如果想看海洋动物的话，建议去海洋馆。","2"
"1087881","这个故居感觉一般吧，也看不出有什么特别的。","2"
"1087882","不大，不值这个价，没什么意思。","2"
"1087883","很有教育意义，展馆太小，内容不丰富，门票价格略高，半个小时左右就可以转一圈了。。。","2"
"1087884","比起别的景点这里显得稍显冷清啊，怎么说也是明朝的英雄啊，可以去看一下，。","2"
"1087885","戚继光故里位于蓬莱市境内，与蓬莱阁景区距离很近，景区内修有仿古街道，还保存了大量文物古迹，主要景点是戚家祠堂、以及继光纪念馆、戚继光塑像等。 如果对历史感兴趣，可以多花些时间在园区仔细逛逛。","2"
"1087886","免费的。就在蓬莱阁的旁边。一趟全溜出来需要最多一个小时的时间。可以感受那时候的文化，看看人间爱将军府什么的。","2"
"1087887","水是冷的，温泉的水温达不到热度，冲水的时候水是凉水，让等半个小时再冲。现场非常混乱，就像80年代的大众浴池！哦，应该还不如。 花钱遭罪的典型代表！","2"
"1087888","风景还可以，除了影视梗以外也没什么好玩的，阿胶城和药王山一个小时就逛完了，商业气息浓","2"
"1087889","因为是十一假期人非常多，不知道是不是因为人多导致我对景点的感受非常差，摩肩接踵，根本没有办法好好停下来看。趵突泉还可以，人文景观，一些小展览还是挺有意思。大明湖不喜欢，最后无奈直接选择坐电瓶车转了一圈。说实话大明湖的景色非常一般，如果是当地人闲了来湖边坐坐还是可以的，但是旅游其实没什么好看的，而且一圈挺长，走下来会累死，想坐船又贵还要排很长时间队，体验非常不好。建议大家直接去湖南岸看看就行了，那里还是免费的。","2"
"1087890","森林氧吧名不虚传，森林覆盖率很高，空气清新，游客不多，爬到山顶没感觉很累，一日游的好去处。","2"
"1087891","商河温泉基地感觉还不错的，去的时候游客也不少，携程购票很方便，验证非常快","2"
"1087892","门口验票的工作人员态度很差劲，景区很大没有很特别的景色。","2"
"1087893","孩子玩的挺开心的，网上订票价格也不贵，值得一去。","2"
"1087894","不花钱转的好地方，性价比高，不得不去，哈哈","2"
"1087895","三仙山风景区感觉一般，主要是人造的景观 所以不太好玩，不过携程购票很方便 ，换票很快","2"
"1087896","是个文化人活动的地方，游客就算了吧","2"
"1087897","风景不错，雨后有水去合适。服务不好，山下就有拦路收费的。山东摄影家协会的证和导游证不让用，虽然上面写着导游证可以，这种情况还很少遇到，更何况是十几人的队伍。三个女人说了不算，领导电话还不肯给。风景摄影家协会证也不让用，后来领导间联系后才同意。说的千米滑道不过如此，三十元有点不值。景区内的车二十元单程也与其他地方相比小贵了。景区要长远去做，不能只顾眼前。美景在那里，管理跟不上，照样不会有人愿意去的。","2"
"1087898","金象山乐园有很多游乐设施，游戏项目跟大多数的游乐场差不多，有主题公园，面积大，但是有些设施显得有些旧了。","2"
"1087899","人文软件和设施硬件较差，游玩点少，票价不值。","2"
"1087900","杜老师的家，翰林辈出。感受翰墨书香，和孩子同去。","2"
"1087901","个人觉得一般化，景点分布太散了，之间隔的距离又特别远，所以那个景点游览车就必须得坐，而且整个建筑现代化气味太浓厚，都是后天自己造的，没什么意思","2"
"1087902","一般，和其他城市的差不多，没什么新奇的","2"
"1087903","临沂地下景观中只有地下画廊最好看，其他真的很一般。萤火虫也没几个，性价比较差！！！","2"
"1087904","景区管理混乱，不建议购票参观。","2"
"1087905","五一去的。谈不上多吸引人。如果你喜欢辽阔的话，可以看看。","2"
"1087906","去的不是季节 像个大公园 维一聊斋宫还有点小意思 性价比低","2"
"1087907","好久没有休班了，周末难得能歇一天，带着老婆孩子来了个近郊游，从闯关东得知的朱家峪，自己也是农村人，对这样的老地方有一种莫名的亲切感，但是去了之后感觉真心一般，可能是抱的希望太大了……","2"
"1087908","没有想象中的那么好玩，特别是25元一位的游览车，简直无法想象，大热天的排那么长那么久的队，宣传的挺好，唉！","2"
"1087909","地方太小，玩的不尽兴，里边小景点还要另外付钱。","2"
"1087910","海洋动物很少，表演不错，节目太少","2"
"1087911","动物太分散，路线不清晰。建议租车逛吧。要不累断腿。国家捐赠的627反潜舰，景区用来盈利。","2"
"1087912","风太大，索道不开，否则我会认为这是成山头最有意思的地方，那么长的索道又能看山又能看海想想就过瘾，水晶宫就是个垃圾，弄着通透度及其差的垃圾水晶用胶水粘在一起，特别没劲","2"
"1087913","景区的还算可以吧，就是入景区的时候由于找不到停车位，车子不让开上去，只好把车停在下面，坐着景区的游览车到山脚下，可是车子停在距离站点有点远的地方，本以为路上招收可以停车，但景区免费的车一路上一个也不停，徒步走了接近3公里到山脚下，整个一个坑爹的，景区免费车一点也不人性化，服务也很差，下一次不会再去了！","2"
"1087914","很一般，唯一优点啤酒口感很好，花了30都觉得自己脑子被门挤了","2"
"1087915","还好吧，个人不太喜欢那种感觉，有点阴森。。","2"
"1087916","全都是古建筑，古家具。晁家寨的地下迷宫有些渗人，人少没敢下去。还有部分景点在施工，没看到什么演出，可能是冬季的原因，游玩的人不太多。","2"
"1087917","还行吧，没什么可玩的，就是一些花和几个亭子椅子的，里面也没吃饭的，进去一小时就走完了","2"
"1087918","很大的村落，风景不错，空气清新，孩子玩的很开心。乐园里的项目全都收费，而且价格还不低，影响了整体评价。很多原始风貌的院子都锁着，只能看到大门，景区到处都是卖东西的，商业化太浓了","2"
"1087919","就是个普通的海滩，买九丈崖和月牙湾套票80元。跟其他不一样的就是滩上不是沙子而是石头，每颗石头都被海水冲刷圆溜溜，挺漂亮的，忍不住拾了一些回家。","2"
"1087920","大热天的跑了一趟，还是红荷节的概念呢。可惜了这个体裁，哪有红荷呀。","2"
"1087921","景区不大，但很有看点，有历史，有文化，有自然，四个小时慢慢走，足够。山不高但仍需体力，空气清新，登高望远，身心舒适。景区不大，里面的东西都不贵，","2"
"1087922","很普通很一般没有什么特别的地方但总能给你不一样的感受的公园","2"
"1087923","没什么东西，一共仨堂，能看的就是一堵围墙后面一个不大的宅子，其他俩堂不去也罢","2"
"1087924","夏天来，空气真好，适合休假养生，冬天就算了","2"
"1087925","中规中矩的，有历史的味道。不好玩","2"
"1087926","人不是太多，地方不大。带孩子去主要是想让孩子了解历史，可惜没有讲解的人，携程订票很方便","2"
"1087927","地方不大，还算比较丰富，就是太贵啦","2"
"1087928","2015年2月17日下午一点左右看孔林，被一看似憨厚的高中生引导上了电瓶车，拉到孔子墓前洙水桥头，呼啦围上来几个四五十岁的妇人，紧紧抓住游客的手，满嘴喋喋不休算命起来。有恭维，有提醒，有威胁，有引诱，引诱游客掏钱，每个游客掏出100-10元后才放手。同行的一南方游客说，游览一天的好心情，在孔圣人墓前全被破坏了。这种强买强卖行为，难道景区管理机构不知情？或是睁一只眼闭一只眼？甚至狼狈为奸，分享收益？这次来曲阜，感觉相比前几年已经文明进步不少，但是这种败坏景区形象，影响游览体验的行为，还没有清除，实属不该。","2"
"1087929","进门就开始拉客有车有导游很多。带孩子没进去","2"
"1087930","现代化的仿古建筑，一点陈旧感都没有，里边的收费项目可以不玩。武大郎家可以去玩下。其他一切都是浮云。去的时候省道在修路，导航不管用找村民问的路。东平湖鱼不错，可以去吃鱼。","2"
"1087931","泉水停了幾年後又重新恢復，在市區有這樣的綠地，相當不錯。","2"
"1087932","这里很一般，环境还是不错的，就是景点搞得不伦不类。","2"
"1087933","人特多，总排队。现在天气个人，游玩必须多喝水。有孩子，带防晒装备。方特没有想象的好玩","2"
"1087934","一般。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。","2"
"1087935","还可以，动物挺多的，环境也还行","2"
"1087936","其实更像冼浴中心，就是有几个露天的小池子，环境一般，性价比不高！","2"
"1087937","海泉湾分为三大景区，各自独立收费。 神秘岛乐园 门市110（玩机动游戏的） 海洋温泉 门市168（专门泡温泉的） 梦幻剧场 门市120（看真人演剧的） 哪个好玩看你个人喜好了。 想便宜就在网上预订吧，很多的，8-9折左右","2"
"1087938","动物数量还可以，不过没啥特点，感觉动物园好像都这样吧。随手拍了几张照片，供大家参考。","2"
"1087939","人工景点，表演场次太少，下午只看到一个喷泉，希望下午可以增加场次。","2"
"1087940","不是很好玩，要不是携程网上门票便宜，不值得推荐！","2"
"1087941","第一次去五莲山，当天去的比较早，天气不是很好有雾有风，山上能见度很低，上山是坐的景区游览车，道路确实很惊险很佩服开车的司机。好玩的景点较少，全是裸露的大石头！","2"
"1087942","是一个海底世界，亚洲最大的鲸鲨为主题的海底世界。就是门票出奇的贵。有钱人可以去看看。","2"
"1087943"," 我是今年元旦去的，节目很一般，服务一般，没有什么亮点","2"
"1087944","唉…这么贵的门票，人挤人的，何必呢…","2"
"1087945","建设不是很完善，小路很多，指示牌不够，很容易走冤枉路，演武场很好看，只能说还凑合吧","2"
"1087946","门票太贵，而且儿童和60岁的老人没有优惠，时间大部分浪费在人造景点里，好运角才一点点大。门票在100以内才合理。属于去过一次不会再去的地方。","2"
"1087947","景区待进一步开发，目前不很成熟。","2"
"1087948","与网上看到的评论有差距。特别是售票处11点过就没人售票了，要想进去就必须等到2点才能买，要不在门外扫去哪儿的官网才能进。去哪儿的工作人员态度还不好，说不愿意扫就自己等到2点！！我可以说是捆绑吗？？门口的工作人员也很奇葩，问他钟楼在哪，他说他很忙，让我去售票处问。明明就没有忙，在跟别人聊天！！对于这些种种，为什么网上评论都是一片好评？？？？难道我走错教堂了？？？还是只要是差评就无法通过审核？？","2"
"1087949","十一天气转凉，室外玩水很少，有几个温水池，还不错，希望能多些。午餐自助餐没有以前好！可能是十一人太多！","2"
"1087950","去年十一去的，人特别多警察和保安拉线分流，我们压根没进去，直接去田横山，看看大海很不错。","2"
"1087951","好好的海岸、好好的美景，自然风光里弄了那么多人工的东西。天尽头改成天无尽头也还算有意境，现在直接改成好运角…吉利话文化贯穿整个景区。。门票单卖180，现在这景区祸祸成这样，不值！","2"
"1087952","风景不错，不过小孩子不适合去蛮可惜的","2"
"1087953","里面很大，买个电瓶车票很有必要，走的话要走很久呢，树木茂密，枝繁叶茂，空气清新，但是全是孔家的墓地和碑林，阳光很少有透下来，所以进去后感觉阴森森的，请个导游20元，可里面就一个孔子墓是导游讲解的，不值得，游客也不是很多","2"
"1087954","地方有点小，能玩的东西少，很多都只是参观参观，门票有点贵，但是微缩景观做的挺好，御馆里的游览车也行，乐，射，数，有点太简单","2"
"1087955","芦苇荡，大雁，等秋高气爽时来看应该不错，今天灰蒙蒙的。至于入海口，更大的意义在于到此一游的地理坐标作用吧","2"
"1087956","没什么好玩的，很多地方年久失修，爬爬山还可以，没什么值得去的。","2"
"1087957","区内山峰连绵，苍松翠柏，山青水秀，林深谷幽，风光秀美，一年四季分明，冬无严寒，夏无酷暑，是理想的观光、休闲、避暑胜地。圣经山不仅有其独特的自然风光，而且还蕴藏着丰富的道教文化，是中国道教全真派的发祥地。","2"
"1087958","地标性建筑，可以坐电梯上去俯瞰海景。威海真的是很干净的城市","2"
"1087959","全是人造景观！彩虹谷还有点意思！小孩免费玩的东西很多，带小孩的可去！","2"
"1087960","鲸鲨馆很小，一两个小时就能逛完。天幕电影还是很不错的，还有海狮表演也值得一看。水母很漂亮。可以给海龟喂食～","2"
"1087961","周围景色一般，就是带孩子体验一下，一会就下来了，逛逛奥特莱斯还可以，价格有点贵了","2"
"1087962","自驾只能停在离大门300米外的停车场，进去最好坐电瓶车游览，每人20元，会到孔子墓停车参观，全程大概30分钟以内。","2"
"1087963","蒲家庄是个村子，景点是村子出资修建的，人文感觉差一些，更像个公园，如果要去游玩，有两点建议第一不要请景区的导游，第二不要进这个景区里的寺庙。切记。","2"
"1087964","景点太小，缺少自然景观，没有什么特点，一般。","2"
"1087965","可惜，这个时节，湿地的荷花没有盛开，游人不多，一个人行走在湿地公园内，就算是一次不一样的体验吧。湿地内的植物非常的茂盛，种类繁多，简直一个植物的大观园，让人叹为观止。","2"
"1087966","2月底淡季去的，人比较少，但是值得参观的地方很多，个人觉得是非常值得来的。前一天登山，后一天参观岱庙，就当是放松总结了。可以登上岱庙的城墙，远眺泰山主峰。","2"
"1087967","景色是真美。不过，讲真，可玩性真的一般，登那个庙岛也没什么可看的，而且时间预留十多分钟，还不能走太远，最多就是船上喂喂海鸥，还有游船三层所谓的VIP是收费的，不过好像收了钱以后就没人管了，航行途中交不交钱的都随便坐。如果想近距离观察海鸥，三十块甲板就可以了。","2"
"1087968","地方真的是太小了，可看的海洋生物不多，与蓬莱海洋极地世界相此，差太多了，建议外地的游客选择去蓬莱","2"
"1087969","景点比较一般，其中的菩萨喷水表演比较好玩","2"
"1087970","里面不小，可以开车进去是挺方便的。可确实没有什么看点。","2"
"1087971","指路工作人员态度都挺好。某些项目的负责人尤其是那些女性工作人员。感觉像集体生理期？一个个的态度都感觉欠她们好多钱一样。尤其是碰碰车跟星空过山车那两位。真是无语。","2"
"1087972","冰川漂流还可以，可以太短，期待再次再玩。","2"
"1087973","真心一般啊，人造景太多，游乐设施比较陈旧，景点里面商家东西太一般了啊，千篇一律没有新意，两个小时就能逛完，去一次不想第二次。","2"
"1087974","越来越商业化，真心感觉不值，一部分就是商铺，一部分就是儿童乐园","2"
"1087975","就是一个广场，算是青岛标志景点之一，一个小时就能逛完，打卡点，夜景比较好看，白天来会有点失望。","2"
"1087976","就是普通的寺廟，如果你是信徒那就進去參拜吧","2"
"1087977","这个人历史评价不高，他的房子没什么好看","2"
"1087978","康有为，著名的爱国家，近代的历史名人。","2"
"1087979","蓬莱阁是全国四大名楼之一，实际的可以逛的收门票的位置东西很少，就是主楼还有几个殿，建议请导游或者跟上别的团，听一听这里面的一些故事和讲究，比如道家的门要左脚进右脚出，还有很多八仙的传说，主殿后面非常适合观海和观景，二楼的话就是几个制作的八仙人偶像，感觉上内容很单薄，蓬莱阁后就是田横公园有缆车的，个人觉得自然景观什么的都不错，从蓬莱主阁后面可以直接下去去坐缆车，有兴趣的朋友就一起游玩吧！","2"
"1087980","有点贵，山上的风景很不错，但摆渡车太贵了吧","2"
"1087981","一般般，没什么特色，都是自然留下的，洞都塌了，虽说票价35，但上下车费50，停车场10元，看不到什么特色","2"
"1087982","拿票时说好的旗子呢？给导游打电话只说穿白色衬衣黑色包在大树下，这么多人上哪找啊。光拿票就花了半个小时。","2"
"1087983","景区不算大，游玩下来要2.5至3个小时；原有的历史真古迹几乎被时间磨灭，但是水浒的传说和动人的事迹催动你我的脚步，景点引入人文的传说不够深刻","2"
"1087984","令人很好，但管理水平有待提高！特别是，如何更人性化地促进产业升级，还需努力！","2"
"1087985","去了了解下红高粱历史而已，没没什么深度开发的东西，太简陋没什么能让人记住的东西。","2"
"1087986","冬天适合泡温泉？的好季节，放松心情！","2"
"1087987","老村庄，可以带孩子去看看，毕竟这种地方以后会越来越少。","2"
"1087988","没什么好玩的，花好多，不是特别漂亮，里面很多消费的地方，但都不怎么样，而且门票还很贵","2"
"1087989","没看到入海口，景区设施老化严重，总感觉不是冲景色，冲名气定的票价","2"
"1087990","没啥好玩的，景色一般，但空气非常非常好，冲锋车要下山做好玩。","2"
"1087991","景区变化不大，设施比较老旧，管理比较松散","2"
"1087992","来的时候很多人在这里拍电视，不知道什么什么电视的取景，还可以吧，经典一步一景的，还算过得去","2"
"1087993","三仙山景区虽然占地面积大，风景不错，但是没有亮点，就是有个三座仙山的传说罢了。处处都是亭台楼阁，小桥不流水，建筑里面有供奉的神像，根雕，树化石，书画展，个人兴趣不大。去掉这个传说，可以说这种人造的景点全国各地都有，可去可不去。","2"
"1087994","作为旅游景点，玩的、看的东西有点少，不过他们那现榨的石榴汁真的很好喝～～～","2"
"1087995","这种公园也好意思收门票钱！！！","2"
"1087996","没什么好看的，不值得去。景区内电瓶车带着兜一圈，10分钟结束。都是坟堆","2"
"1087997","商业气息太浓，摆摊的太多，破坏了村子的整体感觉，","2"
"1087998","也就一般般的，，没什么可要玩的，门票还那么贵，","2"
"1087999","晚上去看8点的泰山封禅表演，演出很震憾，讲了中国历史上各位明君泰山封禅的故事。舞美灯光配合到位，舞台就在玉皇顶前搭建，实景感觉不错。要说遗憾的就是开始表演后还不停有人进出，1个多小时演出中10多次人在你座位前闯过，也没工作人员制止。和其他印象系列实景表演比，有差距。","2"
"1088000","城市地标，晚上可以来逛逛，顺路能走到奥帆中心。普通广场，也不用报太大期望","2"
"1088001","还行吧，没来过的来看看，赠送的原浆啤酒好喝","2"
"1088002","不好玩，多花了20元钱的礼品也好丑","2"
"1088003","总体感觉不错 就是游客有点少 民族风情浓厚 景点有些单调 下午的表演还阔以 附上最懒羊驼一张 哈哈哈","2"
"1088004","景区很大，自驾从售票口到游船码头还要开十几公里。由于黄河水流较小看不到入海口的景色，让人遗憾。不过赶上了放飞仙鹤和白鹳，拟补了不足。总体感觉管理上应该更细致更人性化一些。比如该有的牌子要竖好，看放飞的路口就没有牌子，还是去过的朋友事先告知的，要不就错过了。很多人都不知道还有放飞的表演。另外唯一的一家酒店的价位令人咋舌，最低80元人，最高130元人，并且不能零点。","2"
"1088005","买门票得提前客服基本和景点联系不上","2"
"1088006","威海的一处道教景点的，景点特别多，很多建筑都比较新的，感觉比较一般","2"
"1088007","比较旧，甚至说有点破，没什么好看好玩，从门票是就大概知道了，不是太建议去的。","2"
"1088008","整体感觉一般般，也许这种景观真的不是山东的特有，所以不是特别吸引人","2"
"1088009","八大关照婚纱照的比较多，八大关里边有第二海边浴场，公主楼不错，门票15元，花石楼门票8.5元景色不错海边景色全能照到，值得看看。","2"
"1088010","一般，不是很有人气，感觉开发的不够到位，建筑物质量有待提高。","2"
"1088011","此处天然景观非常迷人，万亩荷塘，非常壮观，可惜管理一般，坐游轮进入，各种荷花朵朵绽放，美不胜收，因为是跟团游，还有一站就是小李庄，铁道游击队拍摄外景地，湖心里面，一处景观乾隆问诊处，就是一个小亭子，啥也没有，后天拼凑的景观，小李庄里面是旧农房，主要是卖鸭蛋和一些农产品的，比外面贵许多，所谓滕州菜煎饼，就是一小张玉米面煎饼，包了一点点臭咸菜，加的蔬菜少许，竟然5-元一张，我们本地来卖滕州菜煎饼的，加鸡蛋火腿不过6元，他们枣庄地区早餐一个牛肉煎包不过五毛，可见，这帮农妇专骗外地人，有吃多的，回来返程路上出现了腹泻，扫兴。建议带足饮用水，少许饮食，尽量不要在景区内购物，饮食，尤其是荷叶茶和鸭蛋，出来后价格相差太大。","2"
"1088012","全是老虎，娱乐性一般。也没有什么好玩的。收门票。","2"
"1088013","可玩性低，白天就两个表演，观音菩萨喷水和骑马表演，还是骑马表演好看，大禹殿就是寺庙，旁边还有个寺庙。再有就是放空教育基地和民俗蜡像馆","2"
"1088014","五四广场感觉没有什么特别的，全国各地的都差不多","2"
"1088015","大门检票的服务人员态度很好。景区一般，就对孩子的吸引力来说，还不如五龙潭。五龙潭有小孩亲水的地方，孩子玩的很高兴。趵突泉没什么可以玩的。","2"
"1088016","孔府宅院不大 有后花园 三孔时间都不长 建议先去孔林 停车参观 孔府和孔庙挨着 建议住在阙里宾舍 价格合适 可以免费停车","2"
"1088017","这种博物馆一般化吧，没有什么看的意义。","2"
"1088018","机器人还行，但没有达到电视里看到的日本机器人那么聪明的，觉得更适合带小朋友过来的","2"
"1088019","总体感觉一般，觉得票价不太值，倒是摩天轮下的海宴海鲜自助非常不错","2"
"1088020","只想说相当凑合了 可能还不是季节","2"
"1088021","没什么亮点 欠开发…太荒凉了…","2"
"1088022","岛上一般般，而且还热，但是清水很清，很蓝，只有码头能趟趟水，我们一行人就吃顿饭就走了，没什么可看的","2"
"1088023","可以感受当年的历史 适合和老人重温当年 小朋友也可以听一下当年的故事","2"
"1088024","是一处集住宿、餐饮、温泉洗浴为一体的综合性度假村。这里绿杨垂柳，五谷飘香、风景怡人，是您健身、娱乐的理想之地。该温泉经国家鉴定，水中富含偏硅酸、偏硼酸、氟、锶、锂等57种人体所需的微量元素。","2"
"1088025","妇女节来的，人很少，设备都没有开，趣味性差，没什么特色环境很好，很干净。门票相对有点贵。","2"
